Broken_image,ID,Make,Supername,Year,Model,Status,Real,Type,Class,Perf. Class,Max Rank,Stars,Unlock,Star Value,Category,Brand,Series,Country,Reserve List,Desc. Source,Description,Broken_Image,,_1,_2,_3,_4,_5,_6,_7,_8 
FALSE,3123,Suzuki,,2007,SX4 WRC Tour de Corse,,,,,,,,,,,CM's,Suzuki SX4 WRC 2-Car Set,,,,,,,,,,,,,,
FALSE,2117,Syd Mead,,,Sentinel 400 Limo,,,,,,,,,,,Hot Wheels,2002 First Editions,,,,,,,,,,,,,,
FALSE,1041,Talbot-Lago,,1938,T150C SS,Rare,Real,Road,E,,,,French Season,,Rare Classics,Hot Wheels,2006 Mainline,France,No,,,,,,,,,,,,
FALSE,3189,Tamiya,,1988,Avante Jr 4WD,,,,,,,,,,,Tomica,Premium Unlimited,,,,,,,,,,,,,,
FALSE,3188,Tamiya,,1984,RC Buggy Grasshopper,,,,,,,,,,,Tomica,Premium Unlimited,,,,,,,,,,,,,,
FALSE,1281,TANK,,2021,300 City Edition,,,Offroad,,,,,,,Sports Utility Heroes,xCarToys,Green,China,Yes,,,,,,,,,,,,
FALSE,1969,Teamsterz,,N/A,Formula,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1970,Teamsterz,,N/A,Formula Champion,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1971,Teamsterz,,N/A,Generic Fire Engine,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1973,Teamsterz,,N/A,Generic Truck,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1956,Teamsterz,,N/A,Hornet 4WD,,,Road,,,,,,,,HTI,Teamsterz Street Machine,,,,,,,,,,,,,,
FALSE,1954,Teamsterz,,N/A,Le Mans Racer,,,Race,X,,,,,,Endurance Legends,HTI,Teamsterz Street Machine,,,,,,,,,,,,,,
FALSE,1972,Teamsterz,,N/A,Micro Convertable,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1975,Teamsterz,,N/A,Nitro Pickup,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1955,Teamsterz,,N/A,Roadster GT,,,Road,,,,,,,,HTI,Teamsterz Street Machine,,,,,,,,,,,,,,
FALSE,1966,Teamsterz,,N/A,Site Dumper,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1967,Teamsterz,,N/A,Site Mixer,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1968,Teamsterz,,N/A,Site Tipper,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1953,Teamsterz,,N/A,TM12B,,,Road,,,,,,,,HTI,Teamsterz Street Machine,,,,,,,,,,,,,,
FALSE,1974,Teamsterz,,N/A,ZL-5 Drift,,,,,,,,,,,HTI,Teamsterz,,,,,,,,,,,,,,
FALSE,1569,TechnoPark,,1986,BTR,,,,,,,,,,Military,TechnoPark,,,,Tank-AFV,"The range of modifications to the BTR-60 and 70 would end in the 1980s with a brand new model, denominated BTR-80 but first approved for service in 1986, which saw action in Afghanistan and is the replacement of the older BTR-60.",,,,,,,,,,
FALSE,1565,TechnoPark,,,T-90,,,,,,,,,,Military,TechnoPark,,,,,,,,,,,,,,,
FALSE,1566,TechnoPark,,,T-90 Rocket Launcher,,,,,,,,,,Military,TechnoPark,,,,,,,,,,,,,,,
FALSE,1913,Teisen,,,Sakai City Fire Bureau Rescue Work Vehicle,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,759,Tesla,,,Cybertruck,Rare,Real,Offroad,A,#REF!,,,,,Extreme Offroad,Hot Wheels,2021 HW Green Speed,,No,,,,,,,,,,,,
FALSE,760,Tesla,,,Model 3,Rare,Real,Road,A,#REF!,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,918,Tesla,,,Model S,Rare,Real,Road,B,,,?????,2022 Advent,5,Super Saloons,Matchbox,,,No,,,,,,,,,,,,
FALSE,761,Tesla,,,Model S (Sport),Rare,Real,Road,A,#REF!,,,,,Super Saloons,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3683,Tesla,,,Model S (Sport),,,,,,,,,,Super Saloons,Hot Wheels,,,,,,,,,,,,,,,
FALSE,2643,Tesla,,2021,Model S Plaid,,,,,,,,,,Super Saloons,Hot Wheels,2024 Quarter Mile Heroes,,,,,,,,,,,,,,
FALSE,2674,Tesla,,,Model X,,,,,,,,,,Sports Utility Heroes,Matchbox,2024 SpaceX,,,,,,,,,,,,,,
FALSE,762,Tesla,,2017,Model X,Rare,Real,Road,A,#REF!,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3679,Tesla,,2017,Model X,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,913,Tesla,,2020,Model X,Rare,Real,Road,A,,,?????,2022 Advent,5,Super Saloons,Matchbox,,,No,,,,,,,,,,,,
FALSE,915,Tesla,,2020,Model Y,Rare,Real,Road,A,,,?????,2022 Advent,5,Super Saloons,Matchbox,,,No,,,,,,,,,,,,
FALSE,916,Tesla,,,Model Y (Sport),Rare,Real,Road,S,,,?????,2022 Advent,5,Super Saloons,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,757,Tesla,,2008,Roadster,Standard,Real,Road,A,,,,Showroom,,Modern Sports Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,763,Tesla,,2022,Roadster,Rare,Real,Road,S,#REF!,3010,,2021 Advent,,Modern Super Cars,Matchbox,,,No,,,,,,,,,,,,
FALSE,917,Tesla,,2022,Roadster (Sport),Rare,Real,Road,S,,,?????,2022 Advent,5,Super Saloons,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,758,Tesla,,2008,Roadster w/ Starman,Event,Fictional,Road,B,#REF!,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1175,Tesla,,2020,Semi,,,Truck,,,,,,,Trailers,Matchbox,2020 Convoys,USA,Yes,,,,,,,,,,,,
FALSE,764,Textron,,,Tiger,Rare,Real,Offroad,C,#REF!,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,3131,The Boring Concept,,,McLaren 720S LB Works,,,,,,,,,,,Mini GT,#1083,,,,,,,,,,,,,,
FALSE,2432,Tianjin Xiali,,,TJ7100,,,,,,,,,,City Commuters,xCarToys,1:64,,,,,,,,,,,,,,
FALSE,2102,Tokai University,,,Solar Car Tokai Challenger,,,,,,,,,,Other,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,1710,TOM'S,Andre Lotterer's,2006,Petronas Lola FN06/Toyota RV8J #36,,,,,,,,,,,Suntory,Lawson Formula Nippon Promotional,,,,,,,,,,,,,,
FALSE,3565,Tomica,,,"Mitsuya Cider Zero ""Campaign Tomica""",,,,,,,,,,,Tomica,Mitsuya Cider Zero,,,,,,,,,,,,,,
FALSE,2111,Tomica,,N/A,Tabekko Doubutsu,,,,,,,,,,,Tomica,Dream Tomica,,,,,,,,,,,,,,
FALSE,3477,Tommykaira,Nissan Skyline GT-R,,R-z,,,,,,,,,,,Mini GT,,,,,,,,,,,,,,,
FALSE,2037,Tommykaira,,2014,ZZ,,,,,,,,,,Modern Sports Cars,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,1529,Top Secret,,,GT-R VR33,,,,,,,,,,,Mini GT,Top Secret Gold #431,,,,,,,,,,,,,,
FALSE,1728,TopCar Design,,,992 Stinger GTR Carbon Edition,,,,,,,,,,,XCarToys,Pop Race S13-01,,Yes,,,,,,,,,,,,
FALSE,2463,Toro Rosso,,2007,STR2/B,,,,,,,,,,Apex Open-Wheel,Family Mart,2007 Formula 1 Promo,,,,,,,,,,,,,,
FALSE,1635,Toyopet,,,Crown,,,Road,,,,,,,Retro Saloons,Tomica Limited Vintage,,,Yes,,,,,,,,,,,,
FALSE,2007,Toyota,,,2000 GT,,,,,,,,,,,Majorette,Racing Cars,,,,,,,,,,,,,,
FALSE,771,Toyota,,,2000GT,Rare,Real,Road,E,E,,,,,Retro Sports Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,983,Toyota,,1985,4Runner,Rare,Real,Offroad,D,,,,,,Offroad,Matchbox,2012 MBX Island,Japan,No,,,,,,,,,,,,
FALSE,1665,Toyota,,2018,4Runner,,,,,,,,,,Offroad,Matchbox,,,No,,,,,,,,,,,,
FALSE,1981,Toyota,,,AE86 Corolla,,,,,,,,,,,Hot Wheels,2022 Japanese Car Culture Themed Multipack,,,,,,,,,,,,,,
FALSE,774,Toyota,,,AE86 Corolla,Rare,Real,Road,D,#REF!,,,,,Tuners & Imports,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3680,Toyota,,,AE86 Corolla,,,,,,,,,,Tuners & Imports,Hot Wheels,,,,,,,,,,,,,,,
FALSE,775,Toyota,,1983,AE86 Sprinter Trueno,Rare,Real,Road,D,#REF!,,,,,Tuners & Imports,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1182,Toyota,,1983,AE86 Sprinter Trueno,,,Race,,,,,,,Drift Cars,Hot Wheels,2021 HW Drift (Wheel Swapped),Japan,Yes,,,,,,,,,,,,
FALSE,1225,Toyota,,1983,AE86 Sprinter Trueno,,,Race,,,,,,,Drift Cars,Hot Wheels,Car Culture: Slide Street,Japan,Yes,,,,,,,,,,,,
FALSE,1061,Toyota,,2008,Altis Singapore Police Force,,,Police,,,,,,,Cult Classics,Welly,SG50 Promotional,Singapore,Yes,,,,,,,,,,,,
FALSE,2010,Toyota,,,C-HR,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2578,Toyota,,2008,Camry,,,,,,,,,,City Commuters,Welly,1/60,,,,,,,,,,,,,,
FALSE,1517,Toyota,,2018,Camry,,,,D,,,,,,Super Saloons,Cool Chic Auto,1/64,,,,,,,,,,,,,,
FALSE,3677,Toyota,,2018,Camry,,,,,,,,,,Super Saloons,Cool Chic Auto,,,,,,,,,,,,,,,
FALSE,2713,Toyota,Erik Jones',2024,Camry Gen 6 Super Late Model,,,,,,,,,,Oval Stock Cars,Lionel Racing,#4 VAST,,,,,,,,,,,,,,
FALSE,3480,Toyota,,2011,Camry Macau Taxi,,,,,,,,,,,Tiny,,,,,,,,,,,,,,,
FALSE,1676,Toyota,Denny Hamlin's,2022,Camry TRD NASCAR,,,,,,,,,,,Lionel Racing,2022 FedEx Ground Charlotte 5/29 Race Win,,Yes,,,,,,,,,,,,
FALSE,1606,Toyota,,2023,Camry TRD NASCAR,,,Race,R3,,,,,,Oval Stock Cars,NASCAR Authentics,2023 New Hampshire Program Car,USA,Yes,,,,,,,,,,,,
FALSE,1607,Toyota,,2023,Camry TRD NASCAR,,,Race,R3,,,,,,Oval Stock Cars,NASCAR Authentics,2023 Watkins Glen Program Car,USA,Yes,,,,,,,,,,,,
FALSE,1608,Toyota,,2023,Camry TRD NASCAR,,,Race,R3,,,,,,Oval Stock Cars,NASCAR Authentics,2023 Richmond Program Car,USA,Yes,,,,,,,,,,,,
FALSE,1609,Toyota,,2023,Camry TRD NASCAR,,,Race,R3,,,,,,Oval Stock Cars,NASCAR Authentics,2023 Phoenix Program Car,USA,Yes,,,,,,,,,,,,
FALSE,1847,Toyota,,2024,Camry TRD NASCAR,,,Race,,,,,,,Oval Stock Cars,NASCAR Authentics,2024 Chicago Program Car,,,Self,"Despite this being a 2024 Program Car, the front headlight decals of this model represent the Camry from the 2023 Season.",,,,,,,,,,
FALSE,2610,Toyota,,2025,Camry XSE NASCAR,,,,,,,,,,Oval Stock Cars,Action Racing,2025 EchoPark Automotive Grand Prix Program Car,,,,,,,,,,,,,,
FALSE,2611,Toyota,,2025,Camry XSE NASCAR,,,,,,,,,,Oval Stock Cars,Action Racing,2025 Pennzoil 400 Program Car,,,,,,,,,,,,,,
FALSE,3433,Toyota,,,Carina HT 1980 (RA45),,,,,,,,,,,Aoshima,Minicar Grachan Collection Pt.12,,,,,,,,,,,,,,
FALSE,776,Toyota,,,Celica,Rare,Real,Road,A,#REF!,,,,,Tuners & Imports,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,773,Toyota,,1970,Celica,Rare,Real,Road,D,#REF!,,,2021 Advent,,Retro Sports Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1992,Toyota,,1970,Celica,,,,,,,,,,,Hot Wheels,2023 Japanese Car Culture Themed Multipack,,,Mattel,"A naturally aspirated inline 6 motor with ITBs, wide body kit, deep bucket seats and a full roll cage make this custom Datsun 240Z the ultimate canyon carver! Check out the fender-mounted rear-view mirrors and watch the competition fade into the distance as you step on the gas.",,,,,,,,,,
FALSE,1811,Toyota,,1970,Celica 1600GT,,,,,,,,,,,Kyosho,64 Toyota Minicar Collection,,,,,,,,,,,,,,
FALSE,2016,Toyota,,1987,Celica 2000GT-Four,,,,,,,,,,,Tomica,Tomica Premium,,,,,,,,,,,,,,
FALSE,2155,Toyota,,1995,Celica GT-Four,,,,,,,,,,,Hot Wheels,2022 Japanese Tuners Collector Set,,,,,,,,,,,,,,
FALSE,2015,Toyota,,1995,Celica GT-Four,,,,,,,,,,,Tomica,Tomica Premium,,,,,,,,,,,,,,
FALSE,1300,Toyota,,1993,Celica GT-Four ST185,,,Rally,,,,,,,Retro Rally,Pop Race,Safari Rally 1993 Winner #1,Japan,Yes,Supercars.net,"It took great skill and ingenuity on the part of the designers and engineers tasked with developing the ST185 to come up with a machine capable of meeting all the performance and handling demands of international rallying. The finished product was named the ""Carlos Sainz Edition"" in honour of the achievements of the celebrated Spanish driver, who in 1990 had become Toyota's first world rally champion.",,,,,,,,,,
FALSE,2453,Toyota,,1995,Celica GT-Four ST205,,,,,,,,,,Retro Rally,BM Creations,Tour de Course -Rallye de France 1995 #1,,,,,,,,,,,,,,
FALSE,2046,Toyota,,2018,Century,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2998,Toyota,,2021,Corolla,,,,,,,,,,,Maisto,Fresh Metal,,,,,,,,,,,,,,
FALSE,2973,Toyota,,1994,Corolla AE100 Super Tourer JTCC,,,,,,,,,,,BM Creations,2025 The Model Car Show Malaysia Exclusive,,,,,,,,,,,,,,
FALSE,2535,Toyota,,2014,Corolla Altis,,,,,,,,,,City Commuters,Majorette,Street Cars,,,,,,,,,,,,,,
FALSE,1754,Toyota,,2014,Corolla Altis (Taxi),,,,,,,,,,City Commuters,Majorette,Street Cars,,,,,,,,,,,,,,
FALSE,2602,Toyota,,2014,Corolla Altis 13Cabs,,,,,,,,,,City Commuters,Majorette,13Cabs,,,,,,,,,,,,,,
FALSE,1053,Toyota,,2004,Corolla Trophee,Rare,Real,Rally,R2,,,,French Season,,Modern Rally,Majorette,Racing Assortment (Pilot),France,No,,,,,,,,,,,,
FALSE,2513,Toyota,,1998,Corolla WRC,,,,,,,,,,Rally Monsters,CM's,Rally Car Collection SS12 Toyota,Japan,,,,,,,,,,,,,
FALSE,1534,Toyota,,,Crown Athlete,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2914,Toyota,,,Crown Comfort Taxi,,,,,,,,,,,Tiny,Singapore,,,,,,,,,,,,,,
FALSE,2009,Toyota,,,Crown Comfort Taxi,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2045,Toyota,,2011,Crown Patrol Car,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,3099,Toyota,,,Crown Sedan,,,,,,,,,,,Tomica,Standard Tomica,,,,,,,,,,,,,,
FALSE,1581,Toyota,,,Crown Unmarked Patrol Car,,,,,,,,,,,Tomica,Unmarked Patrol Car Set,,Yes,,,,,,,,,,,,
FALSE,3076,Toyota,,,FJ,,,,,,,,,,,Majorette,Toyota FJ Series,,,,,,,,,,,,,,
FALSE,2018,Toyota,,,FJ Cruiser,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,1279,Toyota,,1968,FJ40,,,Offroad,,,,,,,Offroad,Koro Koro,Land Cruiser FJ40 1/64 Gachapon,Toyota,Yes,,,,,,,,,,,,
FALSE,2012,Toyota,,,GR Corolla,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2803,Toyota,,,GR Supra,,,,,,,,,,Modern Sports Cars,Hot Wheels,2024 Premium Car Culture Boulevard,,,,,,,,,,,,,,
FALSE,768,Toyota,,2020,GR Supra,Rare,Real,Race,R3,R3,,,,,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,769,Toyota,,2020,GR Supra,Special Ed.,Real,Race,R3,,,,,,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1223,Toyota,,2020,GR Supra,,,Race,,,,,,,Drift Cars,Hot Wheels,Car Culture: Slide Street,Japan,Yes,,,,,,,,,,,,
FALSE,2178,Toyota,,2021,GR Supra,,,,,,,,,,,Hot Wheels,2024 Japanese Themed Multipack,,,,,,,,,,,,,,
FALSE,3676,Toyota,,2021,GR Supra,,,,,,,,,,,RMZ City,,,,,,,,,,,,,,,
FALSE,3561,Toyota,,,GR Supra GT4 EVO,,,,,,,,,,,Tomica,Tomica 55th Anniversary,,,,,,,,,,,,,,
FALSE,3479,Toyota,,,GR Vios,,,,,,,,,,,Pop Race,,,,,,,,,,,,,,,
FALSE,1578,Toyota,,,GR Yaris,,,,,,,,,,,Tomica,Tomica Standard,,Yes,Toyota,"Packed with motorsports technology and knowledge honed from years of competitive rally driving around the world, so that you, too, can race your heartbeat.",,,,,,,,,,
FALSE,2302,Toyota,,2024,GR86 Cup,,,Race,R2,,,,,,,Hot Wheels,2024 HW J-Imports,,No,,,,,,,,,,,,
FALSE,3661,Toyota,,,Harrier,,,,,,,,,,,Tomica,Motor Tomica,,,,,,,,,,,,,,
FALSE,3663,Toyota,,,Hiace,,,,,,,,,,,Majorette,,,,,,,,,,,,,,,
FALSE,3296,Toyota,,,"Hiace ""AdVANturace""",,,,,,,,,,,Majorette,Tune Ups Series 1,,,,,,,,,,,,,,
FALSE,158,Toyota,,,Hiace (Bok Seng Logistics),,,,,,,,,,,Masterpiece Collectibles,,,,,,,,,,,,,,,
FALSE,1073,Toyota,,2016,"Hiace Multi Purpose ""Glico Wagon""",,,Truck,,,,,,,Vans & Utility,Tomica,Tomica Standard,Japan,Yes,,,,,,,,,,,,
FALSE,1048,Toyota,,,Hiace SCDF Minibus,,,,,,,,,,,Masterpiece Collectibles,,,,,,,,,,,,,,,
FALSE,3530,Toyota,,2018,Hilux,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,3627,Toyota,,2018,Hilux,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,2527,Toyota,,,Hilux Revo Double Cab,,,,,,,,,,Vans & Utility,Majorette,Street Cars,,,,,,,,,,,,,,
FALSE,2043,Toyota,,2018,JPN Taxi,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2920,Toyota,,2017,Land Cruiser 78,,,,,,,,,,,Matchbox,2025 MBX Rescue,,,,,,,,,,,,,,
FALSE,777,Toyota,,,Land Cruiser 80,Rare,Real,Offroad,C,#REF!,,,2021 Advent,,Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,949,Toyota,,1968,Land Cruiser FJ40,Rare,Real,Offroad,D,,,???,2023 New Years,3,Offroad,Matchbox,2022 MBX Highway,Japan,No,,,,,,,,,,,,
FALSE,961,Toyota,,1968,Land Cruiser FJ40,Special Ed.,Real,Offroad,D,,,,,,Offroad,Matchbox,2022 MBX Rally II 5-Pack,Japan,No,,,,,,,,,,,,
FALSE,3598,Toyota,,,Land Cruiser FJ43,,,,,,,,,,,Hot Wheels,2025 Premium Car Culture Boulevard,,,,,,,,,,,,,,
FALSE,1282,Toyota,,1998,Land Cruiser LC100,,,Offroad,,,,,,,Sports Utility Heroes,HIKASI,Green Limited Edition,Japan,Yes,,,,,,,,,,,,
FALSE,2042,Toyota,,2022,Land Cruiser LC300,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2070,Toyota,,,Land Cruiser Prado,,,,,,,,,,,Welly,1/60,,,,,,,,,,,,,,
FALSE,3555,Toyota,,,Land Cruiser Prado LC250,,,,,,,,,,,RMZ City,Junior,,,,,,,,,,,,,,
FALSE,1186,Toyota,,2019,LQ,,,Road,,,,,,,Modern Concepts,Tomica,Special Release,Japan,Yes,,,,,,,,,,,,
FALSE,1079,Toyota,,2019,Lunar Cruiser,,,Event,,,,,,,Other,Tomica,Tomica Premium,Japan,Yes,,,,,,,,,,,,
FALSE,1693,Toyota,,,MR2,,,,,,,,,,,Tomica,Tomica Premium,,,,,,,,,,,,,,
FALSE,766,Toyota,,1984,MR2,Rare,Real,Road,D,#REF!,,,2021 Advent,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,1940,Toyota,,1984,MR2,,,,,,,,,,,Matchbox,"2021 MBX Showroom (Lights Closed, LHD)",,,,,,,,,,,,,,
FALSE,3638,Toyota,,,MR2 (SW20),,,,,,,,,,,Tomica,Sports Car Metallic Color Collection,,,,,,,,,,,,,,
FALSE,778,Toyota,,,MR2 Rally,Rare,Real,Rally,A,#REF!,,,,,Retro Rally,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2903,Toyota,,,MR2 Rally,,,,,,,,,,Retro Rally,Hot Wheels,1998 Flag Flyers 5-Pack,,,,,,,,,,,,,,
FALSE,2948,Toyota,,,MR2 Rally,,,,,,,,,,,Hot Wheels,2000 Kung Fu Force,,,,,,,,,,,,,,
FALSE,2949,Toyota,,,MR2 Rally,,,,,,,,,,,Hot Wheels,2001 Mainline,,,,,,,,,,,,,,
FALSE,2066,Toyota,,1990,MR2 W20,,,,,,,,,,,Matchbox,2023 Moving Parts,,,,,,,,,,,,,,
FALSE,1579,Toyota,,,Noah,,,,,,,,,,,Tomica,,,Yes,Toyota,"The new Noah has been reborn as everybody's minivans, with more comfort, convenience, and peace of mind to provoke a deeper sense of happiness that only minivans can offer.",,,,,,,,,,
FALSE,779,Toyota,,,Off-Road Truck,Rare,Real,Offroad,A,#REF!,,,,,Unlimited Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,780,Toyota,,,Off-Road Truck,Special Ed.,Real,Offroad,A,#REF!,,,,,Unlimited Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,781,Toyota,,,Pikes Peak Celica,Rare,Real,Race,R3,R3,,????,,4,Hillclimb Monsters,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,782,Toyota,,,Pikes Peak Tacoma,Standard,Real,Race,R3,R3,,?????,Showroom,5,Hillclimb Monsters,Hot Wheels,1999 First Editions,,No,,,,,,,,,,,,
FALSE,3481,Toyota,,,Prado TVB News Car,,,,,,,,,,,Tiny,,,,,,,,,,,,,,,
FALSE,3100,Toyota,,,Prius,,,,,,,,,,,Tomica,Standard Tomica,,,,,,,,,,,,,,
FALSE,772,Toyota,,2009,Prius,Rare,Real,Road,D,#REF!,,,,,Hot Hatch,,,,No,,,,,,,,,,,,
FALSE,2011,Toyota,,2016,Prius,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2591,Toyota,,,Prius ComfortDelGro Taxi,,,,,,,,,,City Commuters,Tomica,Singapore Exclusive,,,,,,,,,,,,,,
FALSE,2592,Toyota,,,Prius ComfortDelGro Taxi,,,,,,,,,,City Commuters,Tomica,Singapore Exclusive,,,,,,,,,,,,,,
FALSE,2559,Toyota,,,Prius PHV GR Sport,,,,,,,,,,City Commuters,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2426,Toyota,,2023,Prius Prime,,,,,,,,,,City Commuters,Matchbox,2025 MBX City,,,,,,,,,,,,,,
FALSE,1853,Toyota,,,Prius Taxi,,,,,,,,,,,Matchbox,2022 MBX City Drivers 5-Pack,,,,,,,,,,,,,,
FALSE,3299,Toyota,,,Prius Taxi,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,2997,Toyota,,2022,RAV4,,,,,,,,,,,Maisto,Fresh Metal,,,,,,,,,,,,,,
FALSE,2700,Toyota,,2000,Rav4 2-door,,,,,,,,,,Sports Utility Heroes,Bingo Toys,Multipack,,,,,,,,,,,,,,
FALSE,3654,Toyota,,1997,Rav4 EV,,,,,,,,,,,Tomica,,,,,,,,,,,,,,,
FALSE,783,Toyota,,,RSC,Standard,Real,Offroad,D,#REF!,,,Showroom,,Offroad Concepts,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3539,Toyota,,,S-FR,,,,,,,,,,,Tomica,Tomica Premium,,,,,,,,,,,,,,
FALSE,2088,Toyota,,1992,Soarer,,,,,,,,,,,Hot Wheels,2024 Gold Label Fast & Furious,,,,,,,,,,,,,,
FALSE,2014,Toyota,,,Sprinter Trueno (AE86),,,,,,,,,,,Tomica,Tomica Premium,,,,,,,,,,,,,,
FALSE,1180,Toyota,,1981,Starlet KP61,,,Road,,,,,,,Hot Hatch,Hot Wheels,Car Culture: Toyota,Japan,Yes,,,,,,,,,,,,
FALSE,2480,Toyota,Brian's,,Supra,,,,,,,,,,Retro Sports Cars,Tomica,Premium Unlimited,Japan,,,,,,,,,,,,,
FALSE,1653,Toyota,,1982,Supra,,,,,,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,784,Toyota,,1994,Supra,Rare,Real,Race,B,#REF!,,,,,Retro Sports Cars,Hot Wheels,2016 HW Speed Graphics,,No,,,,,,,,,,,,
FALSE,785,Toyota,,1994,Supra,Special Ed.,Real,Race,B,#REF!,,,,,GT Cars,Hot Wheels,2016 HW Speed Graphics 5-Pack,,No,,,,,,,,,,,,
FALSE,1773,Toyota,Brian's,1994,Supra,,,,,,,,,,Retro Sports Cars,Hot Wheels,2023 Fast & Furious 5-Pack,,,,,,,,,,,,,,
FALSE,2641,Toyota,,1994,Supra,,,,,,,,,,Retro Sports Cars,Hot Wheels,2024 HW: The 90s,,,,,,,,,,,,,,
FALSE,1106,Toyota,,1993,Supra (JZA80),,,Road,,,,,,,Retro Sports Cars,Mini GT,Super White #14,Japan,Yes,,,,,,,,,,,,
FALSE,2970,Toyota,,1988,Supra 3.0GT Turbo A,,,,,,,,,,,Tarmac Works,Tarmac Works x Hong Kong Shell Exclusive,,,,,,,,,,,,,,
FALSE,2968,Toyota,,1997,Supra RZ,,,,,,,,,,,Tarmac Works,Tarmac Works x Hong Kong Shell Exclusive,,,,,,,,,,,,,,
FALSE,1582,Toyota,,,Supra Unmarked Patrol Car,,,,,,,,,,,Tomica,Unmarked Patrol Car Set,,Yes,,,,,,,,,,,,
FALSE,765,Toyota,,2016,Tacoma,Rare,Real,Offroad,C,,,????,,4,,Matchbox,,,No,,,,,,,,,,,,
FALSE,770,Toyota,,2020,Tacoma,Rare,Real,Offroad,B,,,?????,,5,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2691,Toyota,,2024,Tacoma,,,,,,,,,,Vans & Utility,Matchbox,2025 MBX Construction,,,,,,,,,,,,,,
FALSE,3597,Toyota,,2024,Tacoma TRD Pro,,,,,,,,,,,Hot Wheels,Premium Car Culture Boulevard,,,,,,,,,,,,,,
FALSE,1072,Toyota,,2009,Town Ace CoCo Ichibanya Kitchen Car,,,Truck,,,,,,,Vans & Utility,Tomica,Tomica Standard,Japan,Yes,,,,,,,,,,,,
FALSE,2462,Toyota,Minolta,,Toyota 90C-V,,,,,,,,,,Endurance Legends,Coffee Boss,Glorious Racing Car Collection,,,,,,,,,,,,,,
