Broken_image,ID,Make,Supername,Year,Model,Status,Real,Type,Class,Perf. Class,Max Rank,Stars,Unlock,Star Value,Category,Brand,Series,Country,Reserve List,Desc. Source,Description,Broken_Image,,_1,_2,_3,_4,_5,_6,_7,_8 
FALSE,3618,Lamborghini,,2017,Terzo Millennio,,,,,,,,,,Modern Concepts,Bburago,,Italy,,,,,,,,,,,,,
FALSE,1252,Lamborghini,,2017,Terzo Millennio,,,Road,S,,,,,,Modern Concepts,Maisto,Fresh Metal,Italy,Yes,,,,,,,,,,,,
FALSE,1827,Lamborghini,,2017,Terzo Millennio,,,,,,,,,,,Metal Power,5-Pack,,,,,,,,,,,,,,
FALSE,524,Lamborghini,,,Tooned Countach,Event,Real,Road,B,#REF!,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,909,Lamborghini,,2017,Urus,Rare,Real,Offroad,A,,,?????,2022 Advent,5,Sports Utility Heroes,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,523,Lamborghini,,,Urus Concept,Rare,Real,Road,B,#REF!,,,,,Sports Utility Heroes,Hot Wheels,2017 Multipack Exclusives,,No,,,,,,,,,,,,
FALSE,3161,Lamborghini,,,V12 Vision Gran Turismo,,,,,,,,,,,LMF,1/64,,,,,,,,,,,,,,
FALSE,525,Lamborghini,,2013,Veneno,Standard,Real,Road,S,#REF!,3215,,Showroom,,Extreme Track Toys,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,526,Lamborghini,,2013,Veneno,Special Ed.,Real,Road,S,#REF!,3325,,,,Extreme Track Toys,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1116,Lamborghini,,2013,Veneno,,,Road,S,,,,,,Extreme Track Toys,Hot Wheels,2020 Lamborghini 5-Pack,Italy,Yes,,,,,,,,,,,,
FALSE,3260,Lamborghini,,2013,Veneno,,,,,,,,,,,Tomica,Standard Tomica First Edition,,,,,,,,,,,,,,
FALSE,3507,Lancia,,1982,037 Rally Stradale,,,,,,,,,,,Laudoracing,,,,,,,,,,,,,,,
FALSE,1299,Lancia,Didier Auriol's,1992,Delta HF Integrale Evoluzione,,,Rally,,,,,,,Retro Rally,Mini GT,1992 Rally 1000 Lakes Winner #3,Italy,Yes,Girardo & Co,"At the end of the 1991 season, Lancia won their 5th consecutive World Rally Manufacturers Championship, and promptly celebrated by manufacturing a limited run of 400 special edition models, the 'Martini 5'.",,,,,,,,,,
FALSE,527,Lancia,,,Delta Integrale,Rare,Real,Rally,R2,R2,,?????,,5,Rally Monsters,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1499,Lancia,,,Delta Integrale,,,Rally,,,,,,,,Hot Wheels,2021 Baja Blazers (Black),Italy,,,,,,,,,,,,,
FALSE,1500,Lancia,,,Delta Integrale,,,Rally,,,,,,,,Hot Wheels,2022 Rally Champs,Italy,,,,,,,,,,,,,
FALSE,2169,Lancia,,,Delta Integrale,,,,,,,,,,,Hot Wheels,2024 European Themed Multipack,,,,,,,,,,,,,,
FALSE,3528,Lancia,,,Delta S4,,,,,,,,,,,Hot Wheels,2026 Premium Car Culture Thrill Climbers,,,,,,,,,,,,,,
FALSE,1147,Lancia,,1982,Rally 037,,,Rally,,,,,,,Rally Monsters,Hot Wheels,Car Culture: Thrill Climbers,Italy,Yes,,,,,,,,,,,,
FALSE,1174,Lancia,,1982,Rally 037,,,Rally,,,,,,,Rally Monsters,Hot Wheels,2022 Car Culture: Team Transport,Italy,Yes,,,,,,,,,,,,
FALSE,528,Lancia,,,Stratos,Rare,Real,Rally,B,#REF!,,,,,Rally Monsters,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,868,Lancia,,,Stratos,Special Ed.,Real,Rally,R2,,,,,,Rally Monsters,Hot Wheels,2008 Mystery Car,,No,,,,,,,,,,,,
FALSE,1262,Lancia,,1975,Stratos Group 5,,,Race,,,,,,,Retro Touring Cars,Hot Wheels,2021 Hot Wheels Boulevard,Italy,Yes,,,,,,,,,,,,
FALSE,3176,Lancia,,1981,Stratos HF,,,,,,,,,,,CM's,Rally Car Collection SS.3 Lancia,,,,,,,,,,,,,,
FALSE,1301,Lancia,,1974,Stratos HF Rally,,,Rally,,,,,,,Retro Rally,Tomica,Tomica Premium,Italy,Yes,,,,,,,,,,,,
FALSE,2447,Lancia,,,Stratos Zero,,,,,,,,,,Retro Concepts,Hot Wheels,2024 Premium Car Culture Hammer Drop$,,,,,,,,,,,,,,
FALSE,3605,Lancia,,,Stratos Zero,,,,,,,,,,Retro Concepts,Hot Wheels,,,,,,,,,,,,,,,
FALSE,2074,Land Rover,,,Defender,,,,,,,,,,,Welly,1/60,,,,,,,,,,,,,,
FALSE,907,Land Rover,,2020,Defender,Rare,Real,Offroad,B,,,?????,2022 Advent,5,Sports Utility Heroes,Matchbox,,,No,,,,,,,,,,,,
FALSE,3083,Land Rover,,,Defender 110,,,,,,,,,,,Majorette,Race Trailer,,,,,,,,,,,,,,
FALSE,2445,Land Rover,,,Defender 110,,,,,,,,,,Offroad,QY Toys,1/64,,,,,,,,,,,,,,
FALSE,1350,Land Rover,,1983,Defender 110,,,Offroad,,,,,,,Offroad,Majorette,Premium Cars,UK,,,,,,,,,,,,,
FALSE,869,Land Rover,,1997,Defender 110,Rare,Real,Road,D,,,,,,Offroad,Matchbox,,,No,,,,,,,,,,,,
FALSE,531,Land Rover,,,Defender 90,Rare,Real,Offroad,C,#REF!,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2365,Land Rover,,,Defender 90,,,,,,,,,,,Matchbox,1991 Skybuster Gift Set KLM,,,,,,,,,,,,,,
FALSE,2366,Land Rover,,,Defender 90,,,,,,,,,,,Matchbox,1991 Skybuster Gift Set SAS,,,,,,,,,,,,,,
FALSE,1165,Land Rover,,1985,Defender 90 Monster,,,Monster,,,,,,,Monster Trucks,Hot Wheels,2021 Monster Trucks: Crash Legends,UK,Yes,,,,,,,,,,,,
FALSE,3415,Land Rover,,,Defender 90 Police,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,529,Land Rover,,2015,Defender Double Cab,Rare,Real,Offroad,D,#REF!,,,,,Extreme Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,532,Land Rover,,2004,Discovery,Standard,Real,Offroad,E,E,,,Showroom,,Offroad,Matchbox,,,No,,,,,,,,,,,,
FALSE,2379,Land Rover,,2004,Discovery,,,,,,,,,,,Motormax,Super Wheels 20 Pack,,,,,,,,,,,,,,
FALSE,947,Land Rover,,2014,Evoque,Rare,Real,Offroad,B,,,????,2023 New Years,4,Sports Utility Heroes,Matchbox,2020 MBX City,UK,No,,,,,,,,,,,,
FALSE,533,Land Rover,,,Freelander,Rare,Real,Offroad,C,,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,530,Land Rover,,1965,Gen II Safari,Rare,Real,Offroad,D,#REF!,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,534,Land Rover,,,Ninety,Rare,Real,Offroad,D,#REF!,,,,,,Matchbox,,,No,,,,,,,,,,,,
FALSE,535,Land Rover,,1980,Range Rover Classic,Rare,Real,Offroad,B,#REF!,,,2021 Advent,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2309,Land Rover,,1980,Range Rover Classic,,,Offroad,,,,,,,,Hot Wheels,2024 HW Speed Graphics (Silver Label),UK,,Mattel,"Originally launched as ""A Car For All Reasons,"" the Range Rover is designed to perform equally well on or off the road. The RR twice won a grueling 6,200-mile race on a course that began in Paris, crossed the Sahara Desert, and finished in Western Africa.",,,,,,,,,,
FALSE,2075,Land Rover,,,Range Rover Evoque,,,,,,,,,,,Welly,1/60,,,,,,,,,,,,,,
FALSE,2444,Land Rover,,,Range Rover Fifty,,,,,,,,,,Sports Utility Heroes,QY Toys,1/64,,,,,,,,,,,,,,
FALSE,1669,Land Rover,,,Series II,,,,,,,,,,Offroad,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2983,Land Rover,,1965,Series II Forward Control,,,,,,,,,,,Matchbox,2024 Moving Parts,,,,,,,,,,,,,,
FALSE,536,Land Rover,,,Series III Pickup,Rare,Real,Offroad,E,E,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,882,Land Rover,,,SVX,Rare,Real,Offroad,B,,,,2022 Pre-Advent,,Offroad Concepts,Matchbox,,,No,,,,,,,,,,,,
FALSE,537,Land Rover,,,Velar,Rare,Real,Offroad,C,#REF!,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2414,Leapmotor,,,C01,,,,,,,,,,City Commuters,Promotional,Dealer Model,,,,,,,,,,,,,,
FALSE,2784,LEGO,,N/A,Alpine,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,France,,,,,,,,,,,,,
FALSE,2783,LEGO,,N/A,Aston Martin,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,UK,,,,,,,,,,,,,
FALSE,2790,LEGO,,N/A,F1 Academy Car,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,ROW,,,,,,,,,,,,,
FALSE,2789,LEGO,,N/A,F1 Car,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,ROW,,,,,,,,,,,,,
FALSE,2781,LEGO,,N/A,Ferrari,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,Italy,,,,,,,,,,,,,
FALSE,2788,LEGO,,N/A,Haas,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,USA,,,,,,,,,,,,,
FALSE,2782,LEGO,,N/A,McLaren,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,UK,,,,,,,,,,,,,
FALSE,2780,LEGO,,N/A,Mercedes-AMG,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,Germany,,,,,,,,,,,,,
FALSE,2779,LEGO,,N/A,Red Bull Racing,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,Austria,,,,,,,,,,,,,
FALSE,2787,LEGO,,N/A,Sauber,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,Switzerland,,,,,,,,,,,,,
FALSE,2786,LEGO,,N/A,VCARB,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,Italy,,,,,,,,,,,,,
FALSE,2785,LEGO,,N/A,Williams,,,,,,,,,,Apex Open-Wheel,LEGO,F1 Collectible Race Cars,UK,,,,,,,,,,,,,
FALSE,538,LEVC,,,TX Taxi,Rare,Real,Road,D,#REF!,,,,,Cult Classics,Matchbox,,,No,,,,,,,,,,,,
FALSE,539,Lexus,,2002,2054 EV (Phantom Racer),Rare,Real,Road,S,#REF!,3054,??????,Special Event,6,Modern Concepts,Hot Wheels,,,No,HW Wiki,A spinoff of the Lexus 2054 concept car in the film Minority Report due to licensing issues. The casting and the movie car share the same designer.,,,,,,,,,,
FALSE,540,Lexus,,2006,GS430,Rare,Real,Road,C,#REF!,,,,,GT Cars,Matchbox,2007 MBX Metal,,No,,,,,,,,,,,,
FALSE,1195,Lexus,,2014,IS 350 F Sport,,,Road,,,,,,,Super GT,Tomica,Tomica Standard,Japan,Yes,,,,,,,,,,,,
FALSE,1194,Lexus,,2011,IS F CCS-R,,,Race,,,,,,,Modern Touring Cars,Tomica,Tomica Standard,Japan,Yes,,,,,,,,,,,,
FALSE,2425,Lexus,,2021,LC 500,,,,,,,,,,GT Cars,Matchbox,2025 MBX Road Trip,,,,,,,,,,,,,,
FALSE,1683,Lexus,,2010,LFA,,,,,,,,,,,DCT,1/64,,,,,,,,,,,,,,
FALSE,1193,Lexus,,2012,LFA Nurburgring Package,,,Road,S,,,,,,Modern Super Cars,Tomica,Tomica Premium,Japan,Yes,,,,,,,,,,,,
FALSE,3168,Lexus,,,LM500h,,,,,,,,,,,DCT,1/64,,,,,,,,,,,,,,
FALSE,912,Lexus,,1994,LS 400,Rare,Real,Road,D,,,????,2022 Advent,4,Retro Saloons,Matchbox,,,No,,,,,,,,,,,,
FALSE,2682,Lexus,,1994,LS 400,,,,,,,,,,Retro Saloons,Matchbox,2024 MBX Road Trip,,,,,,,,,,,,,,
FALSE,3167,Lexus,,,LS500h,,,,,,,,,,,Enchery,1/64,,,,,,,,,,,,,,
FALSE,2105,Lexus,,,RC F,,,,,,,,,,,Welly,1/60,,,,,,,,,,,,,,
FALSE,1192,Lexus,,2016,RC F GT500,,,Race,,,,,,,GT Racing Unlimited,Tomica,Tomica Premium,Japan,Yes,,,,,,,,,,,,
FALSE,2044,Lexus,,2020,RC F Performance Package,,,,,,,,,,,Tomica,Tomica Standard,,,,,,,,,,,,,,
FALSE,2524,Lexus,,,RX300,,,,,,,,,,Sports Utility Heroes,GCD,1/64,,,,,,,,,,,,,,
FALSE,1283,Lexus,,1998,RX470 (UJZ100),,,Offroad,,,,,,,Sports Utility Heroes,GCD,Gold,Japan,Yes,,,,,,,,,,,,
FALSE,541,Lexus,,,SC400,Rare,Real,Road,C,#REF!,,,,,Retro Saloons,Hot Wheels,2003 Dragon Wagons,,No,,,,,,,,,,,,
FALSE,3571,Lexus,,2008,SC430 GT500 KRAFT,,,,,,,,,,,Kyosho,,,,,,,,,,,,,,,
FALSE,2340,Leyland,,,Titan London Bus,,,,,,,,,,,Matchbox,1988 Mainline ROW,,,,,,,,,,,,,,
FALSE,2326,Li,,,L8,,,,,,,,,,,Sunyork Model,1/64,,,,,,,,,,,,,,
FALSE,3169,Liberty Walk,,,BMW i8,,,,,,,,,,,PARA64,Peppermint Green,,,,,,,,,,,,,,
FALSE,542,Liberty Walk,,,LB Super Silhouette Nissan Silvia (S15),Rare,Real,Road,R3,,,,,,GT Racing Unlimited,Hot Wheels,,,No,Matchbox,"This reimagined Silvia with a wide body kit exudes cool. A tribute to the legendary '80s race car, this Liberty Walk racer is designed as a drift monster for today.",,,,,,,,,,
FALSE,2133,Liberty Walk,,,LB Super Silhouette Nissan Silvia (S15),,,,,,,,,,,Hot Wheels,2023 HW Modified,,,,,,,,,,,,,,
FALSE,2798,Liberty Walk,,,LB Super Silhouette Nissan Silvia (S15),,,,,,,,,,Tuners & Imports,Hot Wheels,2024 Premium Car Culture Boulevard,,,,,,,,,,,,,,
FALSE,1059,Liberty Walk,,2021,LB Super Silhouette Nissan Silvia (S15),,,Race,,,,,,,Tuners & Imports,Hot Wheels,2023 HW Modified Gold,Japan,Yes,Matchbox,"This reimagined Silvia with a wide body kit exudes cool. A tribute to the legendary '80s race car, this Liberty Walk racer is designed as a drift monster for today.",,,,,,,,,,
FALSE,543,Liberty Walk,,,LB-Silhouette WORKS GT Nissan 35GT-RR Ver 2,Rare,Real,Race,R3,R3,,,,,GT Racing Unlimited,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1458,Liberty Walk,,,LB-Silhouette WORKS GT Nissan 35GT-RR Ver 2,,,Race,R3,R3,,,,,GT Racing Unlimited,Hot Wheels,2022 HW Dream Garage Blue,,No,,,,,,,,,,,,
FALSE,1459,Liberty Walk,,,LB-Silhouette WORKS GT Nissan 35GT-RR Ver 2,,,Race,R4,R4,,,,,GT Racing Unlimited,Hot Wheels,2022 HW Dream Garage White,,No,,,,,,,,,,,,
FALSE,1054,Liberty Walk,,2016,LB-Silhouette WORKS GT Nissan 35GT-RR Ver 2,Special Ed.,Real,Race,R3,,,,,,,Hot Wheels,2021 HW J-Imports Red,Japan,No,,,,,,,,,,,,
FALSE,1828,Liberty Walk,,,LB-WORKS Ferrari 488,,,,,,,,,,,Metal Power,5-Pack,,,,,,,,,,,,,,
FALSE,544,Liberty Walk,,,LB-WORKS Lamborghini Huracan Coupe,Rare,Real,Race,A,,,,2021 Advent,,Extreme Track Toys,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2991,Liberty Walk,,,Mazda RX-7 LB-Super Silhouette #41,,,,,,,,,,,Mini GT,,,,,,,,,,,,,,,
FALSE,925,Liberty Walk,,,Nissan Skyline 2000GT-R LBWK,Rare,Real,Road,A,,,??????,2022 Advent,6,Tuners & Imports,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2331,Ligier,,1971,JS/3,,,,,,,,,,,Tintoys,W.T. 506,France,,,,,,,,,,,,,
FALSE,3130,Lincoln,,1954,Capri,,,,,,,,,,,Mini GT,#623 Parklane Green,,,,,,,,,,,,,,
FALSE,545,Lincoln,,1964,Continental,Police,Real,Road,E,E,,,,,Classic Muscle,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1705,Lincoln,,1964,Continental,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,546,Lincoln,Batmobile,1966,Futura Concept,Rare,Real,Road,D,#REF!,,,,,Movie Cars,Hot Wheels,2018 Batman,,No,Mattel,"Built from a 1955 Lincoln Futura, details from this classic car from the double bubble windshield to the bat-emblem door panels, have been carefully recreated and approved by original TV Batmobile� creator George Barris.",,,,,,,,,,
FALSE,2454,Local Motors,,,Rally Fighter,,,,,,,,,,Extreme Offroad,Mattel,Fast & Furious 1/55,,,,,,,,,,,,,,
FALSE,1627,Lola,Al Unser's,1970,"T150 ""Johnny Lightning Special""",,,Race,X,,,,,,Apex Open-Wheel,Johnny Lightning,Pop Culture Trivial Pursuit Classic Edition,USA,Yes,,,,,,,,,,,,
FALSE,1306,Lotus,,2016,3-Eleven,,,Race,,,,,,,Track Toys,Tomica,Tomica Standard,UK,Yes,Evo,"The Lotus 3-Eleven is the British brand�s ultimate track day machine. Light, powerful, aerodynamically enhanced and shorn of all fripperies it is one of the most exciting and intoxicating machines out there.",,,,,,,,,,
FALSE,3003,Lotus,,,Cortina,,,,,,,,,,,Hot Wheels,2025 Compact Kings,,,,,,,,,,,,,,
FALSE,547,Lotus,,1996,Elise,Rare,Real,Road,C,#REF!,,,,,Retro Sports Cars,Matchbox,2005 Buried Treasure,,No,,,,,,,,,,,,
FALSE,924,Lotus,,,Emira,Rare,Real,Road,A,,,??????,2022 Advent,6,Modern Sports Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,548,Lotus,,1975,Esprit S1,Rare,Real,Road,C,#REF!,,,,,Retro Sports Cars,Hot Wheels,2015 HW Workshop: HW Garage,,No,Mattel,"British supercar powered by the Lotus 970 4-cylinder engine. It's probably most famous for the 1977 James Bond film The Spy Who Loved Me, where it was featured in a long chase sequence and was transformed into a submarine.",,,,,,,,,,
FALSE,1642,Lotus,,1975,Esprit S1,,,,,,,,,,,Hot Wheels,,,No,Mattel,"British supercar powered by the Lotus 970 4-cylinder engine. It's probably most famous for the 1977 James Bond film The Spy Who Loved Me, where it was featured in a long chase sequence and was transformed into a submarine.",,,,,,,,,,
FALSE,549,Lotus,,1976,Esprit V8,Rare,Real,Road,B,#REF!,,,,,Retro Sports Cars,Hot Wheels,2013 World Race 5-Pack,,No,Mattel,"The name is Esprit...Lotus Esprit. Lightweight and super fast with a fiberglass body and a V8 engine, it's no secret why this British beauty is the perfect spy car - originally made famous in a classic James Bond film. The Esprit goes from double zero to 60 in under 5 seconds.",,,,,,,,,,
FALSE,3287,Lotus,,1976,Esprit V8,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,988,Lotus,,1972,Europa Special,Rare,Real,Road,C,,,,,,Retro Sports Cars,Matchbox,2019 MBX Road Trip,UK,No,,,,,,,,,,,,
FALSE,829,Lotus,,,Evija,Rare,Real,Road,S,,,??????,,6,Hypercars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,1769,Lotus,,,Evija,,,,,,,,,,Hypercars,Hot Wheels,2024 Multipack Exclusive,,,,,,,,,,,,,,
FALSE,550,Lotus,,,Evora,Rare,Real,Road,B,#REF!,,,,,Modern Sports Cars,Matchbox,,,No,,,,,,,,,,,,
FALSE,1751,Lotus,,2008,Evora,,,,,,,,,,Modern Sports Cars,Matchbox,2021 MBX Exotic 5-Pack,,,,,,,,,,,,,,
FALSE,551,Lotus,,,Evora GT4,Standard,Real,Race,R2,R2,,,Showroom,,Modern Touring Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2896,Lotus,,,Evora GT4,,,,,,,,,,GT Racing Unlimited,Hot Wheels,2013 HW City: Street Power,,,,,,,,,,,,,,
FALSE,552,Lotus,,2006,Exige,Rare,Real,Road,C,#REF!,,,,,Modern Sports Cars,Matchbox,2007 MBX Metal,,No,,,,,,,,,,,,
FALSE,3255,Lotus,,2006,Exige,,,,,,,,,,,Matchbox,,,,,,,,,,,,,,,
FALSE,553,Lotus,,,Project M250,Rare,Real,Road,C,#REF!,,,,,Modern Concepts,Hot Wheels,2013 HW Showroom: HW All Stars,,No,Mattel,The Lotus Project M250 was a concept car that to date has never made it to the streets. It was supposed to accelerate to 100 MPH in under 11 seconds.,,,,,,,,,,
FALSE,2466,Lotus,,,Seven,,,,,,,,,,Track Toys,Kyosho,British Minicar Collection,,,,,,,,,,,,,,
FALSE,554,Lotus,,,Sport Elise,Rare,Real,Road,A,#REF!,,,,,Retro Touring Cars,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,2640,Lotus,,1967,Type 49,,,,,,,,,,Apex Open-Wheel,Hot Wheels,2024 HW Race Day,,,,,,,,,,,,,,
FALSE,3533,Lotus,,1967,Type 49,,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,1957,LTI,,,TXII,,,Road,,,,,,,City Commuters,Corgi,2012 Olympics,,,,,,,,,,,,,,
FALSE,555,Lucid,,,Air,Rare,Real,Road,A,,,,,,Super Saloons,Hot Wheels,,USA,No,,,,,,,,,,,,
FALSE,2954,Lucid,,,Air,,,,,,,,,,,Hot Wheels,2022 HW Green Speed,,,,,,,,,,,,,,
FALSE,2955,Lucid,,,Air,,,,,,,,,,,Hot Wheels,2023 Factory Fresh,,,,,,,,,,,,,,
FALSE,3217,Lynk & Co,,,03+,,,,,,,,,,,Maisto,Chinese Fresh Metal,China,,,,,,,,,,,,,
FALSE,1297,Lynk & Co,,2020,03TCR,,,Race,,,,,,,Modern Touring Cars,xCarToys,AHRT AUTOHOME Racing Team,China,Yes,Cyan Racing,The Lynk & Co 03 TCR is constructed by Geely Group Motorsport and raced by Cyan Racing in the FIA WTCR and TCR World Tour under the Lynk & Co Cyan Racing banner.,,,,,,,,,,
FALSE,3523,M-Hero,,,917 Dragon Armor Edition,,,,,,,,,,,Promotional,,,,,,,,,,,,,,,
FALSE,2721,Mack,,1963,B Fire Truck,,,,,,,,,,Other,Matchbox,2015 Supreme Hero,,,,,,,,,,,,,,
FALSE,1644,Mad Mike,,2023,"787D ""Drift Attack""",,,Race,,,,,,,,Hot Wheels,,,No,,,,,,,,,,,,
FALSE,3631,Mad Mike,,2023,"787D ""Drift Attack""",,,,,,,,,,,Hot Wheels,,,,,,,,,,,,,,,
FALSE,1334,Mahindra,,2019,M6Electro,,,Race,,,,,,,Formula e,Majorette,Formula E Assortment,India,Yes,Formula E,"After a strong season Season 5, Mahindra headed into the 2019/20 campaign with the new M6Electro. Jerome D'Ambrosio closed out a two-year stint with the team with 16th in the standings and four top ten finishes.",,,,,,,,,,
FALSE,1615,MAN,,2010,A22 Singapore Bus,,,Bus,E,,,,,,Other,Masterpiece Collectibles,#52 Service 188 1:110,Germany,Yes,Land Transport Guru,"First introduced locally in December 2010 by SMRT Buses, a successful trial unit led to a further purchase of 734 units (Euro V)",,,,,,,,,,
FALSE,1929,MAN,,,A95 Double Decker,,,,,,,,,,,Tiny,Silver Singapore Service 969,,,,,,,,,,,,,,
FALSE,2286,MAN,Murray's,,Lion's Coach L,,,Bus,,,,,,,,Majorette,Murray's Bus,,Yes,,,,,,,,,,,,
FALSE,1735,Mansory,,,Rolls Royce Phantom VIII Extended,,,,,,,,,,,ING,1:64 White,,Yes,,,,,,,,,,,,
FALSE,2308,Manta,,,Mirage,,,Race,R1,,,,,,,Racing Champions,Motorsports,USA,,,,,,,,,,,,,
FALSE,2273,March,Nissan,1985,85 NISMO #28,,,Race,,,,,,,,Tomica,Kazuyoshi Hoshino Historical Collection,,Yes,,,,,,,,,,,,
FALSE,2333,March,,1972,Ford 721 F1,,,,,,,,,,,Tintoys,W.T. 406,UK,,,,,,,,,,,,,
FALSE,3092,Marcos,,1968,XP,,,,,,,,,,,Corgi,Juniors Whizzwheels,,,,,,,,,,,,,,
FALSE,1547,Maserati,,2005,Birdcage 75th,,,Road,,,,,,,Modern Concepts,TCV Design,Maserati Collection,Italy,,Wikipedia,Functioning concept designed by Pininarina and built in collaboration by Maserati and Motorola to celebrate Pininfarina's 75th anniversary.,,,,,,,,,,
FALSE,2359,Maserati,,,Bora,,,,,,,,,,,Matchbox,1988 Super GT,,,,,,,,,,,,,,
FALSE,1518,Maserati,,,Ghibli,,,,A,,,,,,Super Saloons,Cool Chic Auto,1/64,Italy,,,,,,,,,,,,,
FALSE,2727,Maserati,,,Gran Turismo MC,,,,,,,,,,Super GT,RMZ City,,,,,,,,,,,,,,,
FALSE,1684,Maserati,,,GranTurismo,,,,,,,,,,,DCT,1/64,,,,,,,,,,,,,,
FALSE,3398,Maserati,,,Levante GTS,,,,,,,,,,,RMZ City,,,,,,,,,,,,,,,
FALSE,3021,Maserati,,2004,MC-12,,,,,,,,,,,Matchbox,2025 MBX Showroom,,,,,,,,,,,,,,
FALSE,557,Maserati,,2004,MC12,Rare,Real,Race,S,#REF!,3212,,,,Extreme Track Toys,Hot Wheels,2005 First Editions,Italy,No,HW Wiki,"The Maserati MC12 is a limited-production high-performance sports car manufactured by Maserati as a homologation special to allow Maserati to field a similar car in various GT championships, signaling their return to racing after 37 years. Designed by Frank Stephenson, the MC12 is based on Ferrari's Enzo Ferrari model but is larger, longer and wider, with the only commonality between both cars externally being the windshield.",,,,,,,,,,
FALSE,3628,Maserati,,2004,MC12,,,,,,,,,,Extreme Track Toys,Majorette,,Italy,,,"The Maserati MC12 is a limited-production high-performance sports car manufactured by Maserati as a homologation special to allow Maserati to field a similar car in various GT championships, signaling their return to racing after 37 years. Designed by Frank Stephenson, the MC12 is based on Ferrari's Enzo Ferrari model but is larger, longer and wider, with the only commonality between both cars externally being the windshield.",,,,,,,,,,
FALSE,3185,Maserati,,2004,MC12 Competizione Test Fiorano,,,,,,,,,,,BBR Models,1/64,,,,,,,,,,,,,,
FALSE,3022,Maserati,,2020,MC20,,,,,,,,,,,Hot Wheels,2025 Hot Wheels Boulevard,,,,,,,,,,,,,,
FALSE,1551,Maserati,,2020,MC20,,,Road,,,,,,,Modern Sports Cars,RMZ City,Yellow,Italy,,Maserati,"MC20 is the halo car that has marked the start of a new Era for the Trident brand. Developed by Maserati Innovation Lab and produced at the historic plant on Viale Ciro Menotti in Modena, it is totally Made in Italy.",,,,,,,,,,
FALSE,1552,Maserati,,2020,MC20,,,Road,,,,,,,Modern Sports Cars,RMZ City,Red,Italy,,Maserati,"MC20 is the halo car that has marked the start of a new Era for the Trident brand. Developed by Maserati Innovation Lab and produced at the historic plant on Viale Ciro Menotti in Modena, it is totally Made in Italy.",,,,,,,,,,
FALSE,3119,Maserati,,,Merak,,,,,,,,,,,Kyosho,Maserati Mini Car Collection,,,,,,,,,,,,,,
FALSE,558,Maserati,,,Quattroporte,Standard,Real,Road,C,#REF!,,,Showroom,,GT Cars,Hot Wheels,,Italy,No,,,,,,,,,,,,
FALSE,2428,Maserati,,,Shamal,,,,,,,,,,Retro Sports Cars,Hot Wheels,2025 HW Metro,,,,,,,,,,,,,,
FALSE,3122,Maserati,,,Spyder,,,,,,,,,,,Kyosho,Maserati Mini Car Collection,,,,,,,,,,,,,,
FALSE,3166,Maserati,,,Tipo 61,,,,,,,,,,,Kyosho,Maserati Mini Car Collection,,,,,,,,,,,,,,
